question,error,domain,country,organization_name,confidence
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PALAU?",,FOREIGN AFFAIRS,PALAU,Ministry of State,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALTA?",,FOREIGN AFFAIRS,MALTA,Ministry for Foreign and European Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SLOVENIA?",,FOREIGN AFFAIRS,SLOVENIA,Ministry of Foreign and European Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in VANUATU?",,FOREIGN AFFAIRS,VANUATU,Ministry of Foreign Affairs International Cooperation & External Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CONGO?",,FOREIGN AFFAIRS,CONGO,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ANTIGUA AND BARBUDA?",,FOREIGN AFFAIRS,ANTIGUA AND BARBUDA,"Ministry of Foreign Affairs, Trade and Barbuda Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MOZAMBIQUE?",,FOREIGN AFFAIRS,MOZAMBIQUE,Ministry of Foreign Affairs and Cooperation (Ministério dos Negócios Estrangeiros e Cooperação - MINEC),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NAMIBIA?",,FOREIGN AFFAIRS,NAMIBIA,Ministry of International Relations and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PANAMA?",,FOREIGN AFFAIRS,PANAMA,Ministry of Foreign Affairs of the Republic of Panama,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOLOMON  ISLANDS?",,FOREIGN AFFAIRS,SOLOMON  ISLANDS,Ministry of Foreign Affairs and External Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in VENEZUELA?",,FOREIGN AFFAIRS,VENEZUELA,Ministry of the People's Power for Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ARMENIA?",,FOREIGN AFFAIRS,ARMENIA,Ministry of Foreign Affairs of Armenia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in COSTA RICA?",,FOREIGN AFFAIRS,COSTA RICA,Ministry of Foreign Affairs and Worship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NEPAL?",,FOREIGN AFFAIRS,NEPAL,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in IRELAND?",,FOREIGN AFFAIRS,IRELAND,Department of Foreign Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOMALIA?",,FOREIGN AFFAIRS,SOMALIA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PAPUA NEW GUINEA?",,FOREIGN AFFAIRS,PAPUA NEW GUINEA,Department of Foreign Affairs and Immigration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AUSTRALIA?",,FOREIGN AFFAIRS,AUSTRALIA,Department of Foreign Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in VIETNAM?",,FOREIGN AFFAIRS,VIETNAM,Ministry of Foreign Affairs (Vietnam),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CÔTE D'IVOIRE?",,FOREIGN AFFAIRS,CÔTE D'IVOIRE,"Ministère des Affaires étrangères, de l'Intégration africaine et de la Diaspora",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALI?",,FOREIGN AFFAIRS,MALI,Ministry of Foreign Affairs and International Cooperation of Mali,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUINEA-BISSAU?",,FOREIGN AFFAIRS,GUINEA-BISSAU,"Ministry of Foreign Affairs, International Cooperation, and Communities",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PARAGUAY?",,FOREIGN AFFAIRS,PARAGUAY,Ministry of Foreign Affairs of Paraguay,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOUTH AFRICA?",,FOREIGN AFFAIRS,SOUTH AFRICA,Department of International Relations and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AUSTRIA?",,FOREIGN AFFAIRS,AUSTRIA,"Federal Ministry for European and International Affairs (Bundesministerium für europäische und internationale Angelegenheiten, BMEIA)",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in YEMEN?",,FOREIGN AFFAIRS,YEMEN,Ministry of Foreign Affairs and Expatriates,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CROATIA?",,FOREIGN AFFAIRS,CROATIA,Ministry of Foreign and European Affairs of the Republic of Croatia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KIRIBATI?",,FOREIGN AFFAIRS,KIRIBATI,Ministry of Foreign Affairs and Immigration,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PERU?",,FOREIGN AFFAIRS,PERU,Ministry of Foreign Affairs (Ministerio de Relaciones Exteriores del Perú),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOUTH KOREA?",,FOREIGN AFFAIRS,SOUTH KOREA,Ministry of Foreign Affairs (South Korea),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in AZERBAIJAN?",,FOREIGN AFFAIRS,AZERBAIJAN,Ministry of Foreign Affairs of Azerbaijan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ZAMBIA?",,FOREIGN AFFAIRS,ZAMBIA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CUBA?",,FOREIGN AFFAIRS,CUBA,Ministry of Foreign Affairs (MINREX),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DOMINICAN REPUBLIC?",,FOREIGN AFFAIRS,DOMINICAN REPUBLIC,Ministry of External Relations (Ministerio de Relaciones Exteriores - MIREX),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ICELAND?",,FOREIGN AFFAIRS,ICELAND,Ministry for Foreign Affairs of Iceland,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in IRAQ?",,FOREIGN AFFAIRS,IRAQ,Ministry of Foreign Affairs of the Republic of Iraq,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SOUTH SUDAN?",,FOREIGN AFFAIRS,SOUTH SUDAN,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PHILIPPINES?",,FOREIGN AFFAIRS,PHILIPPINES,Department of Foreign Affairs (Philippines),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BAHAMAS (THE)?",,FOREIGN AFFAIRS,BAHAMAS (THE),Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ZIMBABWE?",,FOREIGN AFFAIRS,ZIMBABWE,Ministry of Foreign Affairs and International Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in INDIA?",,FOREIGN AFFAIRS,INDIA,Ministry of External Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CYPRUS?",,FOREIGN AFFAIRS,CYPRUS,Ministry of Foreign Affairs of Cyprus,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KAZAKHSTAN?",,FOREIGN AFFAIRS,KAZAKHSTAN,Ministry of Foreign Affairs of the Republic of Kazakhstan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NICARAGUA?",,FOREIGN AFFAIRS,NICARAGUA,Ministry of Foreign Affairs of The Republic of Nicaragua,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SPAIN?",,FOREIGN AFFAIRS,SPAIN,"Ministry of Foreign Affairs, European Union and Cooperation of Spain",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BAHRAIN?",,FOREIGN AFFAIRS,BAHRAIN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CZECH REPUBLIC?",,FOREIGN AFFAIRS,CZECH REPUBLIC,Ministry of Foreign Affairs of the Czech Republic,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ECUADOR?",,FOREIGN AFFAIRS,ECUADOR,Ministerio de Relaciones Exteriores y Movilidad Humana,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SRI LANKA?",,FOREIGN AFFAIRS,SRI LANKA,"Ministry of Foreign Affairs, Foreign Employment & Tourism",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALAWI?",,FOREIGN AFFAIRS,MALAWI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA?",,FOREIGN AFFAIRS,DEMOCRATIC PEOPLE'S REPUBLIC OF KOREA,Ministry of Foreign Affairs of the Democratic People's Republic of Korea,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BANGLADESH?",,FOREIGN AFFAIRS,BANGLADESH,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GRENADA?",,FOREIGN AFFAIRS,GRENADA,"Ministry of Foreign Affairs, Trade & Export Development",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MALAYSIA?",,FOREIGN AFFAIRS,MALAYSIA,Ministry of Foreign Affairs (Malaysia),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SUDAN?",,FOREIGN AFFAIRS,SUDAN,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BARBADOS?",,FOREIGN AFFAIRS,BARBADOS,Ministry of Foreign Affairs and Foreign Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in EGYPT?",,FOREIGN AFFAIRS,EGYPT,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DEMOCRATIC REPUBLIC OF THE CONGO?",,FOREIGN AFFAIRS,DEMOCRATIC REPUBLIC OF THE CONGO,"Ministry of Foreign Affairs, International Cooperation, and Francophonie",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MARSHALL ISLANDS?",,FOREIGN AFFAIRS,MARSHALL ISLANDS,Ministry of Foreign Affairs & Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GUATEMALA?",,FOREIGN AFFAIRS,GUATEMALA,Ministry of Foreign Affairs of Guatemala,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SURINAME?",,FOREIGN AFFAIRS,SURINAME,"Ministry of Foreign Affairs, International Business and International Cooperation of Suriname",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MONACO?",,FOREIGN AFFAIRS,MONACO,Department of Foreign Affairs and Cooperation of the Principality of Monaco,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BELGIUM?",,FOREIGN AFFAIRS,BELGIUM,"Federal Public Service Foreign Affairs, Foreign Trade and Development Cooperation",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in EL SALVADOR?",,FOREIGN AFFAIRS,EL SALVADOR,Ministry of Foreign Affairs of El Salvador,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in HONDURAS?",,FOREIGN AFFAIRS,HONDURAS,Ministry of Foreign Affairs and International Cooperation of the Republic of Honduras,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DENMARK?",,FOREIGN AFFAIRS,DENMARK,Ministry of Foreign Affairs of Denmark,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SWEDEN?",,FOREIGN AFFAIRS,SWEDEN,Ministry for Foreign Affairs (Sweden),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KUWAIT?",,FOREIGN AFFAIRS,KUWAIT,Ministry of Foreign Affairs (Kuwait),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DJIBOUTI?",,FOREIGN AFFAIRS,DJIBOUTI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BELARUS?",,FOREIGN AFFAIRS,BELARUS,Ministry of Foreign Affairs of the Republic of Belarus,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in EQUATORIAL GUINEA?",,FOREIGN AFFAIRS,EQUATORIAL GUINEA,"Ministry of Foreign Affairs, International Cooperation, and Francophone Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in HAITI?",,FOREIGN AFFAIRS,HAITI,Ministry of Foreign Affairs and Worship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SWITZERLAND?",,FOREIGN AFFAIRS,SWITZERLAND,Federal Department of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in KENYA?",,FOREIGN AFFAIRS,KENYA,Ministry of Foreign and Diaspora Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BELIZE?",,FOREIGN AFFAIRS,BELIZE,Ministry of Foreign Affairs and Foreign Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in DOMINICA?",,FOREIGN AFFAIRS,DOMINICA,"Ministry of Foreign Affairs, International Business, Trade and Energy",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ERITREA?",,FOREIGN AFFAIRS,ERITREA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MADAGASCAR?",,FOREIGN AFFAIRS,MADAGASCAR,Ministère des Affaires Étrangères de Madagascar (Ministry of Foreign Affairs of Madagascar),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SYRIA?",,FOREIGN AFFAIRS,SYRIA,Ministry of Foreign Affairs and Expatriates,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BENIN?",,FOREIGN AFFAIRS,BENIN,Ministry of Foreign Affairs and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ESTONIA?",,FOREIGN AFFAIRS,ESTONIA,Ministry of Foreign Affairs of Estonia,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LUXEMBOURG?",,FOREIGN AFFAIRS,LUXEMBOURG,Ministry of Foreign and European Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in PORTUGAL?",,FOREIGN AFFAIRS,PORTUGAL,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TAJIKISTAN?",,FOREIGN AFFAIRS,TAJIKISTAN,Ministry of Foreign Affairs of the Republic of Tajikistan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BHUTAN?",,FOREIGN AFFAIRS,BHUTAN,Ministry of Foreign Affairs and External Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LEBANON?",,FOREIGN AFFAIRS,LEBANON,Ministry of Foreign Affairs and Emigrants,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ESWATINI?",,FOREIGN AFFAIRS,ESWATINI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LIBERIA?",,FOREIGN AFFAIRS,LIBERIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in POLAND?",,FOREIGN AFFAIRS,POLAND,Ministry of Foreign Affairs of the Republic of Poland,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TANZANIA?",,FOREIGN AFFAIRS,TANZANIA,Ministry of Foreign Affairs and East African Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BOLIVIA?",,FOREIGN AFFAIRS,BOLIVIA,Ministry of Foreign Affairs of Bolivia (Ministerio de Relaciones Exteriores),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in ETHIOPIA?",,FOREIGN AFFAIRS,ETHIOPIA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LITHUANIA?",,FOREIGN AFFAIRS,LITHUANIA,Ministry of Foreign Affairs of the Republic of Lithuania,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MOLDOVA?",,FOREIGN AFFAIRS,MOLDOVA,Ministry of Foreign Affairs and European Integration of the Republic of Moldova,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAINT KITTS AND NEVIS?",,FOREIGN AFFAIRS,SAINT KITTS AND NEVIS,"Ministry of Foreign Affairs, Economic Development, International Trade, Investments and Industry and Commerce",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in THAILAND?",,FOREIGN AFFAIRS,THAILAND,Ministry of Foreign Affairs of the Kingdom of Thailand,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in FINLAND?",,FOREIGN AFFAIRS,FINLAND,Ministry for Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BOSNIA AND HERZEGOVINA?",,FOREIGN AFFAIRS,BOSNIA AND HERZEGOVINA,Ministry of Foreign Affairs of Bosnia and Herzegovina,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LIECHTENSTEIN?",,FOREIGN AFFAIRS,LIECHTENSTEIN,"Ministry of Foreign Affairs, Environment and Culture",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NEW ZEALAND?",,FOREIGN AFFAIRS,NEW ZEALAND,Ministry of Foreign Affairs and Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in QATAR?",,FOREIGN AFFAIRS,QATAR,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TIMOR-LESTE?",,FOREIGN AFFAIRS,TIMOR-LESTE,Ministry of Foreign Affairs and Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in FIJI?",,FOREIGN AFFAIRS,FIJI,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BOTSWANA?",,FOREIGN AFFAIRS,BOTSWANA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LESOTHO?",,FOREIGN AFFAIRS,LESOTHO,Ministry of Foreign Affairs and International Relations,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in RWANDA?",,FOREIGN AFFAIRS,RWANDA,Ministry of Foreign Affairs and International Cooperation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in NAURU?",,FOREIGN AFFAIRS,NAURU,Department of Foreign Affairs & Trade,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BRAZIL?",,FOREIGN AFFAIRS,BRAZIL,Ministério das Relações Exteriores,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TOGO?",,FOREIGN AFFAIRS,TOGO,"Ministry of Foreign Affairs, Regional Integration and Togolese Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in LIBYA?",,FOREIGN AFFAIRS,LIBYA,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in FRANCE?",,FOREIGN AFFAIRS,FRANCE,Ministry for Europe and Foreign Affairs (Ministère de l'Europe et des Affaires étrangères),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in SAINT LUCIA?",,FOREIGN AFFAIRS,SAINT LUCIA,"Ministry of External Affairs, International Trade, Civil Aviation and Diaspora Affairs",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TONGA?",,FOREIGN AFFAIRS,TONGA,Ministry of Foreign Affairs & Immigration & Citizenship,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MONTENEGRO?",,FOREIGN AFFAIRS,MONTENEGRO,Ministry of Foreign Affairs of Montenegro,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GABON?",,FOREIGN AFFAIRS,GABON,"Ministère des Affaires Étrangères et de la Coopération, Charge de l'Intégration et de la Diaspora",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in BRUNEI?",,FOREIGN AFFAIRS,BRUNEI,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MAURITIUS?",,FOREIGN AFFAIRS,MAURITIUS,"Ministry of Foreign Affairs, Regional Integration and International Trade",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in JAPAN?",,FOREIGN AFFAIRS,JAPAN,Ministry of Foreign Affairs of Japan,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in RUSSIA?",,FOREIGN AFFAIRS,RUSSIA,Ministry of Foreign Affairs of the Russian Federation,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in TRINIDAD AND TOBAGO?",,FOREIGN AFFAIRS,TRINIDAD AND TOBAGO,Ministry of Foreign and CARICOM Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in CHAD?",,FOREIGN AFFAIRS,CHAD,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in GAMBIA?",,FOREIGN AFFAIRS,GAMBIA,"Ministry of Foreign Affairs, International Cooperation and Gambians Abroad",ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MEXICO?",,FOREIGN AFFAIRS,MEXICO,Secretariat of Foreign Affairs (Secretaría de Relaciones Exteriores),ConfidenceLevel.HIGH
"What is the top-level state Organ (i.e., ministry/department/agency) responsible for FOREIGN AFFAIRS in MYANMAR?",,FOREIGN AFFAIRS,MYANMAR,Ministry of Foreign Affairs,ConfidenceLevel.HIGH
